date,state,district,enrolment_count,update_count,Age_Group_0_18,Age_Group_19_40,Age_Group_41_60,Age_Group_60_Plus,year,month,day_of_week,is_weekend,year_month
2023-04-03,Karnataka,Karnataka_District,7353,1741,1838,3308,1617,588,2023,4,0,0,2023-04
2023-04-03,Tamil Nadu,Tamil_District,9175,2299,2293,4128,2018,734,2023,4,0,0,2023-04
2023-04-03,Delhi,Delhi_District,4932,910,1233,2219,1085,394,2023,4,0,0,2023-04
2023-04-03,West Bengal,West_District,6032,638,1508,2714,1327,482,2023,4,0,0,2023-04
2023-04-04,Maharashtra,Maharashtra_District,10268,2754,2567,4620,2258,821,2023,4,1,0,2023-04
2023-04-04,Uttar Pradesh,Uttar_District,15774,4177,3943,7098,3470,1261,2023,4,1,0,2023-04
2023-04-04,Karnataka,Karnataka_District,7599,1224,1899,3419,1671,607,2023,4,1,0,2023-04
2023-04-04,Tamil Nadu,Tamil_District,9221,1608,2305,4149,2028,737,2023,4,1,0,2023-04
2023-04-04,Delhi,Delhi_District,5449,935,1362,2452,1198,435,2023,4,1,0,2023-04
2023-04-04,West Bengal,West_District,6993,1280,1748,3146,1538,559,2023,4,1,0,2023-04
2023-04-05,Maharashtra,Maharashtra_District,10457,2498,2614,4705,2300,836,2023,4,2,0,2023-04
2023-04-05,Uttar Pradesh,Uttar_District,15324,3695,3831,6895,3371,1225,2023,4,2,0,2023-04
2023-04-05,Karnataka,Karnataka_District,7328,2195,1832,3297,1612,586,2023,4,2,0,2023-04
2023-04-05,Tamil Nadu,Tamil_District,9079,2589,2269,4085,1997,726,2023,4,2,0,2023-04
2023-04-05,Delhi,Delhi_District,5125,1479,1281,2306,1127,410,2023,4,2,0,2023-04
2023-04-05,West Bengal,West_District,6125,1301,1531,2756,1347,490,2023,4,2,0,2023-04
2023-04-06,Maharashtra,Maharashtra_District,10628,1879,2657,4782,2338,850,2023,4,3,0,2023-04
2023-04-06,Uttar Pradesh,Uttar_District,15364,2558,3841,6913,3380,1229,2023,4,3,0,2023-04
2023-04-06,Karnataka,Karnataka_District,7830,1895,1957,3523,1722,626,2023,4,3,0,2023-04
2023-04-06,Tamil Nadu,Tamil_District,9078,2673,2269,4085,1997,726,2023,4,3,0,2023-04
2023-04-06,Delhi,Delhi_District,5172,1284,1293,2327,1137,413,2023,4,3,0,2023-04
2023-04-06,West Bengal,West_District,6567,1366,1641,2955,1444,525,2023,4,3,0,2023-04
2023-04-07,Maharashtra,Maharashtra_District,10036,1326,2509,4516,2207,802,2023,4,4,0,2023-04
2023-04-07,Uttar Pradesh,Uttar_District,15745,3041,3936,7085,3463,1259,2023,4,4,0,2023-04
2023-04-07,Karnataka,Karnataka_District,7749,2022,1937,3487,1704,619,2023,4,4,0,2023-04
2023-04-07,Tamil Nadu,Tamil_District,9105,1797,2276,4097,2003,728,2023,4,4,0,2023-04
2023-04-07,Delhi,Delhi_District,5121,610,1280,2304,1126,409,2023,4,4,0,2023-04
2023-04-07,West Bengal,West_District,6796,1704,1699,3058,1495,543,2023,4,4,0,2023-04
2023-04-08,Maharashtra,Maharashtra_District,5825,1385,1456,2621,1281,466,2023,4,5,1,2023-04
2023-04-08,Uttar Pradesh,Uttar_District,9592,2661,2398,4316,2110,767,2023,4,5,1,2023-04
2023-04-08,Karnataka,Karnataka_District,4594,1071,1148,2067,1010,367,2023,4,5,1,2023-04
2023-04-08,Tamil Nadu,Tamil_District,5537,1327,1384,2491,1218,442,2023,4,5,1,2023-04
2023-04-08,Delhi,Delhi_District,3247,643,811,1461,714,259,2023,4,5,1,2023-04
2023-04-08,West Bengal,West_District,4364,935,1091,1963,960,349,2023,4,5,1,2023-04
2023-04-09,Maharashtra,Maharashtra_District,5864,1013,1466,2638,1290,469,2023,4,6,1,2023-04
2023-04-09,Uttar Pradesh,Uttar_District,9668,1668,2417,4350,2126,773,2023,4,6,1,2023-04
2023-04-09,Karnataka,Karnataka_District,5037,593,1259,2266,1108,402,2023,4,6,1,2023-04
2023-04-09,Tamil Nadu,Tamil_District,5860,1108,1465,2637,1289,468,2023,4,6,1,2023-04
2023-04-09,Delhi,Delhi_District,3056,733,764,1375,672,244,2023,4,6,1,2023-04
2023-04-09,West Bengal,West_District,4335,606,1083,1950,953,346,2023,4,6,1,2023-04
2023-04-10,Maharashtra,Maharashtra_District,10353,2529,2588,4658,2277,828,2023,4,0,0,2023-04
2023-04-10,Uttar Pradesh,Uttar_District,16068,4047,4017,7230,3534,1285,2023,4,0,0,2023-04
2023-04-10,Karnataka,Karnataka_District,8224,1833,2056,3700,1809,657,2023,4,0,0,2023-04
2023-04-10,Tamil Nadu,Tamil_District,9272,1870,2318,4172,2039,741,2023,4,0,0,2023-04
2023-04-10,Delhi,Delhi_District,5677,1665,1419,2554,1248,454,2023,4,0,0,2023-04
2023-04-10,West Bengal,West_District,6702,1806,1675,3015,1474,536,2023,4,0,0,2023-04
2023-04-11,Maharashtra,Maharashtra_District,10029,1834,2507,4513,2206,802,2023,4,1,0,2023-04
2023-04-11,Uttar Pradesh,Uttar_District,15295,4194,3823,6882,3364,1223,2023,4,1,0,2023-04
2023-04-11,Karnataka,Karnataka_District,8123,2277,2030,3655,1787,649,2023,4,1,0,2023-04
2023-04-11,Tamil Nadu,Tamil_District,8722,1543,2180,3924,1918,697,2023,4,1,0,2023-04
2023-04-11,Delhi,Delhi_District,5626,1654,1406,2531,1237,450,2023,4,1,0,2023-04
2023-04-11,West Bengal,West_District,6361,1771,1590,2862,1399,508,2023,4,1,0,2023-04
2023-04-12,Maharashtra,Maharashtra_District,10223,1650,2555,4600,2249,817,2023,4,2,0,2023-04
2023-04-12,Uttar Pradesh,Uttar_District,15859,3280,3964,7136,3488,1268,2023,4,2,0,2023-04
2023-04-12,Karnataka,Karnataka_District,7633,1091,1908,3434,1679,610,2023,4,2,0,2023-04
2023-04-12,Tamil Nadu,Tamil_District,8876,2393,2219,3994,1952,710,2023,4,2,0,2023-04
2023-04-12,Delhi,Delhi_District,5008,858,1252,2253,1101,400,2023,4,2,0,2023-04
2023-04-12,West Bengal,West_District,6533,866,1633,2939,1437,522,2023,4,2,0,2023-04
2023-04-13,Maharashtra,Maharashtra_District,10491,2845,2622,4720,2308,839,2023,4,3,0,2023-04
2023-04-13,Uttar Pradesh,Uttar_District,15566,3591,3891,7004,3424,1245,2023,4,3,0,2023-04
2023-04-13,Karnataka,Karnataka_District,7316,1602,1829,3292,1609,585,2023,4,3,0,2023-04
2023-04-13,Tamil Nadu,Tamil_District,9063,1599,2265,4078,1993,725,2023,4,3,0,2023-04
2023-04-13,Delhi,Delhi_District,5078,697,1269,2285,1117,406,2023,4,3,0,2023-04
2023-04-13,West Bengal,West_District,6884,1103,1721,3097,1514,550,2023,4,3,0,2023-04
2023-04-14,Maharashtra,Maharashtra_District,10577,2329,2644,4759,2326,846,2023,4,4,0,2023-04
2023-04-14,Uttar Pradesh,Uttar_District,15984,2786,3996,7192,3516,1278,2023,4,4,0,2023-04
2023-04-14,Karnataka,Karnataka_District,7864,971,1966,3538,1730,629,2023,4,4,0,2023-04
2023-04-14,Tamil Nadu,Tamil_District,9445,1061,2361,4250,2077,755,2023,4,4,0,2023-04
2023-04-14,Delhi,Delhi_District,4960,849,1240,2232,1091,396,2023,4,4,0,2023-04
2023-04-14,West Bengal,West_District,6093,712,1523,2741,1340,487,2023,4,4,0,2023-04
2023-04-15,Maharashtra,Maharashtra_District,6040,623,1510,2718,1328,483,2023,4,5,1,2023-04
2023-04-15,Uttar Pradesh,Uttar_District,9852,2652,2463,4433,2167,788,2023,4,5,1,2023-04
2023-04-15,Karnataka,Karnataka_District,4590,588,1147,2065,1009,367,2023,4,5,1,2023-04
2023-04-15,Tamil Nadu,Tamil_District,5638,1015,1409,2537,1240,451,2023,4,5,1,2023-04
2023-04-15,Delhi,Delhi_District,3610,1011,902,1624,794,288,2023,4,5,1,2023-04
2023-04-15,West Bengal,West_District,4006,773,1001,1802,881,320,2023,4,5,1,2023-04
2023-04-16,Maharashtra,Maharashtra_District,6606,982,1651,2972,1453,528,2023,4,6,1,2023-04
2023-04-16,Uttar Pradesh,Uttar_District,9276,1540,2319,4174,2040,742,2023,4,6,1,2023-04
2023-04-16,Karnataka,Karnataka_District,4956,496,1239,2230,1090,396,2023,4,6,1,2023-04
2023-04-16,Tamil Nadu,Tamil_District,5128,1485,1282,2307,1128,410,2023,4,6,1,2023-04
2023-04-16,Delhi,Delhi_District,3528,887,882,1587,776,282,2023,4,6,1,2023-04
2023-04-16,West Bengal,West_District,4103,1133,1025,1846,902,328,2023,4,6,1,2023-04
2023-04-17,Maharashtra,Maharashtra_District,10786,1497,2696,4853,2372,862,2023,4,0,0,2023-04
2023-04-17,Uttar Pradesh,Uttar_District,15448,3832,3862,6951,3398,1235,2023,4,0,0,2023-04
2023-04-17,Karnataka,Karnataka_District,7510,1168,1877,3379,1652,600,2023,4,0,0,2023-04
2023-04-17,Tamil Nadu,Tamil_District,9098,936,2274,4094,2001,727,2023,4,0,0,2023-04
2023-04-17,Delhi,Delhi_District,5109,612,1277,2299,1123,408,2023,4,0,0,2023-04
2023-04-17,West Bengal,West_District,6486,1260,1621,2918,1426,518,2023,4,0,0,2023-04
2023-04-18,Maharashtra,Maharashtra_District,10008,2891,2502,4503,2201,800,2023,4,1,0,2023-04
2023-04-18,Uttar Pradesh,Uttar_District,15456,3810,3864,6955,3400,1236,2023,4,1,0,2023-04
2023-04-18,Karnataka,Karnataka_District,7813,1544,1953,3515,1718,625,2023,4,1,0,2023-04
2023-04-18,Tamil Nadu,Tamil_District,8653,2462,2163,3893,1903,692,2023,4,1,0,2023-04
2023-04-18,Delhi,Delhi_District,5281,1567,1320,2376,1161,422,2023,4,1,0,2023-04
2023-04-18,West Bengal,West_District,6253,1690,1563,2813,1375,500,2023,4,1,0,2023-04
2023-04-19,Maharashtra,Maharashtra_District,10123,2152,2530,4555,2227,809,2023,4,2,0,2023-04
2023-04-19,Uttar Pradesh,Uttar_District,15824,3100,3956,7120,3481,1265,2023,4,2,0,2023-04
2023-04-19,Karnataka,Karnataka_District,8020,1061,2005,3609,1764,641,2023,4,2,0,2023-04
2023-04-19,Tamil Nadu,Tamil_District,9450,1263,2362,4252,2079,756,2023,4,2,0,2023-04
2023-04-19,Delhi,Delhi_District,4720,958,1180,2124,1038,377,2023,4,2,0,2023-04
2023-04-19,West Bengal,West_District,6795,2020,1698,3057,1494,543,2023,4,2,0,2023-04
2023-04-20,Maharashtra,Maharashtra_District,10275,1878,2568,4623,2260,822,2023,4,3,0,2023-04
2023-04-20,Uttar Pradesh,Uttar_District,15224,1827,3806,6850,3349,1217,2023,4,3,0,2023-04
2023-04-20,Karnataka,Karnataka_District,7981,1358,1995,3591,1755,638,2023,4,3,0,2023-04
2023-04-20,Tamil Nadu,Tamil_District,8979,1214,2244,4040,1975,718,2023,4,3,0,2023-04
2023-04-20,Delhi,Delhi_District,5484,606,1371,2467,1206,438,2023,4,3,0,2023-04
2023-04-20,West Bengal,West_District,6408,1325,1602,2883,1409,512,2023,4,3,0,2023-04
2023-04-21,Maharashtra,Maharashtra_District,10432,2226,2608,4694,2295,834,2023,4,4,0,2023-04
2023-04-21,Uttar Pradesh,Uttar_District,15599,4576,3899,7019,3431,1247,2023,4,4,0,2023-04
2023-04-21,Karnataka,Karnataka_District,7732,2113,1933,3479,1701,618,2023,4,4,0,2023-04
2023-04-21,Tamil Nadu,Tamil_District,8645,931,2161,3890,1901,691,2023,4,4,0,2023-04
2023-04-21,Delhi,Delhi_District,4797,793,1199,2158,1055,383,2023,4,4,0,2023-04
2023-04-21,West Bengal,West_District,6821,1371,1705,3069,1500,545,2023,4,4,0,2023-04
2023-04-22,Maharashtra,Maharashtra_District,5870,1622,1467,2641,1291,469,2023,4,5,1,2023-04
2023-04-22,Uttar Pradesh,Uttar_District,9104,2539,2276,4096,2002,728,2023,4,5,1,2023-04
2023-04-22,Karnataka,Karnataka_District,4942,1231,1235,2223,1087,395,2023,4,5,1,2023-04
2023-04-22,Tamil Nadu,Tamil_District,5829,1026,1457,2623,1282,466,2023,4,5,1,2023-04
2023-04-22,Delhi,Delhi_District,2678,647,669,1205,589,214,2023,4,5,1,2023-04
2023-04-22,West Bengal,West_District,3710,750,927,1669,816,296,2023,4,5,1,2023-04
2023-04-23,Maharashtra,Maharashtra_District,5873,1733,1468,2642,1292,469,2023,4,6,1,2023-04
2023-04-23,Uttar Pradesh,Uttar_District,9586,1823,2396,4313,2108,766,2023,4,6,1,2023-04
2023-04-23,Karnataka,Karnataka_District,4738,763,1184,2132,1042,379,2023,4,6,1,2023-04
2023-04-23,Tamil Nadu,Tamil_District,5913,1149,1478,2660,1300,473,2023,4,6,1,2023-04
2023-04-23,Delhi,Delhi_District,3192,749,798,1436,702,255,2023,4,6,1,2023-04
2023-04-23,West Bengal,West_District,3648,777,912,1641,802,291,2023,4,6,1,2023-04
2023-04-24,Maharashtra,Maharashtra_District,10254,2998,2563,4614,2255,820,2023,4,0,0,2023-04
2023-04-24,Uttar Pradesh,Uttar_District,15596,4543,3899,7018,3431,1247,2023,4,0,0,2023-04
2023-04-24,Karnataka,Karnataka_District,8086,845,2021,3638,1778,646,2023,4,0,0,2023-04
2023-04-24,Tamil Nadu,Tamil_District,9402,1620,2350,4230,2068,752,2023,4,0,0,2023-04
2023-04-24,Delhi,Delhi_District,4832,740,1208,2174,1063,386,2023,4,0,0,2023-04
2023-04-24,West Bengal,West_District,6316,1063,1579,2842,1389,505,2023,4,0,0,2023-04
2023-04-25,Maharashtra,Maharashtra_District,10593,1104,2648,4766,2330,847,2023,4,1,0,2023-04
2023-04-25,Uttar Pradesh,Uttar_District,15643,1911,3910,7039,3441,1251,2023,4,1,0,2023-04
2023-04-25,Karnataka,Karnataka_District,7848,2022,1962,3531,1726,627,2023,4,1,0,2023-04
2023-04-25,Tamil Nadu,Tamil_District,8851,1689,2212,3982,1947,708,2023,4,1,0,2023-04
2023-04-25,Delhi,Delhi_District,4908,663,1227,2208,1079,392,2023,4,1,0,2023-04
2023-04-25,West Bengal,West_District,6217,1079,1554,2797,1367,497,2023,4,1,0,2023-04
2023-04-26,Maharashtra,Maharashtra_District,10731,1195,2682,4828,2360,858,2023,4,2,0,2023-04
2023-04-26,Uttar Pradesh,Uttar_District,15115,3616,3778,6801,3325,1209,2023,4,2,0,2023-04
2023-04-26,Karnataka,Karnataka_District,8256,1699,2064,3715,1816,660,2023,4,2,0,2023-04
2023-04-26,Tamil Nadu,Tamil_District,9488,1053,2372,4269,2087,759,2023,4,2,0,2023-04
2023-04-26,Delhi,Delhi_District,4851,545,1212,2182,1067,388,2023,4,2,0,2023-04
2023-04-26,West Bengal,West_District,6976,1127,1744,3139,1534,558,2023,4,2,0,2023-04
2023-04-27,Maharashtra,Maharashtra_District,10747,1507,2686,4836,2364,859,2023,4,3,0,2023-04
2023-04-27,Uttar Pradesh,Uttar_District,15140,2531,3785,6813,3330,1211,2023,4,3,0,2023-04
2023-04-27,Karnataka,Karnataka_District,7977,845,1994,3589,1754,638,2023,4,3,0,2023-04
2023-04-27,Tamil Nadu,Tamil_District,8988,2105,2247,4044,1977,719,2023,4,3,0,2023-04
2023-04-27,Delhi,Delhi_District,4950,503,1237,2227,1089,396,2023,4,3,0,2023-04
2023-04-27,West Bengal,West_District,6282,1729,1570,2826,1382,502,2023,4,3,0,2023-04
2023-04-28,Maharashtra,Maharashtra_District,10804,1226,2701,4861,2376,864,2023,4,4,0,2023-04
2023-04-28,Uttar Pradesh,Uttar_District,15384,1834,3846,6922,3384,1230,2023,4,4,0,2023-04
2023-04-28,Karnataka,Karnataka_District,7309,1027,1827,3289,1607,584,2023,4,4,0,2023-04
2023-04-28,Tamil Nadu,Tamil_District,8913,1822,2228,4010,1960,713,2023,4,4,0,2023-04
2023-04-28,Delhi,Delhi_District,5435,776,1358,2445,1195,434,2023,4,4,0,2023-04
2023-04-28,West Bengal,West_District,6099,1528,1524,2744,1341,487,2023,4,4,0,2023-04
2023-04-29,Maharashtra,Maharashtra_District,6140,1573,1535,2763,1350,491,2023,4,5,1,2023-04
2023-04-29,Uttar Pradesh,Uttar_District,9096,1495,2274,4093,2001,727,2023,4,5,1,2023-04
2023-04-29,Karnataka,Karnataka_District,4194,864,1048,1887,922,335,2023,4,5,1,2023-04
2023-04-29,Tamil Nadu,Tamil_District,5368,1541,1342,2415,1180,429,2023,4,5,1,2023-04
2023-04-29,Delhi,Delhi_District,3130,795,782,1408,688,250,2023,4,5,1,2023-04
2023-04-29,West Bengal,West_District,3504,700,876,1576,770,280,2023,4,5,1,2023-04
2023-04-30,Maharashtra,Maharashtra_District,6149,1002,1537,2767,1352,491,2023,4,6,1,2023-04
2023-04-30,Uttar Pradesh,Uttar_District,9257,2323,2314,4165,2036,740,2023,4,6,1,2023-04
2023-04-30,Karnataka,Karnataka_District,4393,619,1098,1976,966,351,2023,4,6,1,2023-04
2023-04-30,Tamil Nadu,Tamil_District,5257,806,1314,2365,1156,420,2023,4,6,1,2023-04
2023-04-30,Delhi,Delhi_District,3137,471,784,1411,690,250,2023,4,6,1,2023-04
2023-04-30,West Bengal,West_District,3985,468,996,1793,876,318,2023,4,6,1,2023-04
2023-05-01,Maharashtra,Maharashtra_District,7894,1519,1973,3552,1736,631,2023,5,0,0,2023-05
2023-05-01,Uttar Pradesh,Uttar_District,11557,2465,2889,5200,2542,924,2023,5,0,0,2023-05
2023-05-01,Karnataka,Karnataka_District,6402,1845,1600,2880,1408,512,2023,5,0,0,2023-05
2023-05-01,Tamil Nadu,Tamil_District,6838,906,1709,3077,1504,547,2023,5,0,0,2023-05
2023-05-01,Delhi,Delhi_District,4089,912,1022,1840,899,327,2023,5,0,0,2023-05
2023-05-01,West Bengal,West_District,4527,1084,1131,2037,995,362,2023,5,0,0,2023-05
2023-05-02,Maharashtra,Maharashtra_District,7835,908,1958,3525,1723,626,2023,5,1,0,2023-05
2023-05-02,Uttar Pradesh,Uttar_District,11814,3234,2953,5316,2599,945,2023,5,1,0,2023-05
2023-05-02,Karnataka,Karnataka_District,6482,1041,1620,2916,1426,518,2023,5,1,0,2023-05
2023-05-02,Tamil Nadu,Tamil_District,7401,1669,1850,3330,1628,592,2023,5,1,0,2023-05
2023-05-02,Delhi,Delhi_District,4017,992,1004,1807,883,321,2023,5,1,0,2023-05
2023-05-02,West Bengal,West_District,4663,1182,1165,2098,1025,373,2023,5,1,0,2023-05
2023-05-03,Maharashtra,Maharashtra_District,8016,1254,2004,3607,1763,641,2023,5,2,0,2023-05
2023-05-03,Uttar Pradesh,Uttar_District,12097,2694,3024,5443,2661,967,2023,5,2,0,2023-05
2023-05-03,Karnataka,Karnataka_District,5718,1213,1429,2573,1257,457,2023,5,2,0,2023-05
2023-05-03,Tamil Nadu,Tamil_District,6873,1151,1718,3092,1512,549,2023,5,2,0,2023-05
2023-05-03,Delhi,Delhi_District,4399,860,1099,1979,967,351,2023,5,2,0,2023-05
2023-05-03,West Bengal,West_District,4979,1475,1244,2240,1095,398,2023,5,2,0,2023-05
2023-05-04,Maharashtra,Maharashtra_District,7986,1878,1996,3593,1756,638,2023,5,3,0,2023-05
2023-05-04,Uttar Pradesh,Uttar_District,11597,1344,2899,5218,2551,927,2023,5,3,0,2023-05
2023-05-04,Karnataka,Karnataka_District,6408,1244,1602,2883,1409,512,2023,5,3,0,2023-05
2023-05-04,Tamil Nadu,Tamil_District,7011,822,1752,3154,1542,560,2023,5,3,0,2023-05
2023-05-04,Delhi,Delhi_District,4374,843,1093,1968,962,349,2023,5,3,0,2023-05
2023-05-04,West Bengal,West_District,5376,1448,1344,2419,1182,430,2023,5,3,0,2023-05
2023-05-05,Maharashtra,Maharashtra_District,7800,1032,1950,3510,1716,624,2023,5,4,0,2023-05
2023-05-05,Uttar Pradesh,Uttar_District,12052,2293,3013,5423,2651,964,2023,5,4,0,2023-05
2023-05-05,Karnataka,Karnataka_District,6093,1641,1523,2741,1340,487,2023,5,4,0,2023-05
2023-05-05,Tamil Nadu,Tamil_District,7404,1228,1851,3331,1628,592,2023,5,4,0,2023-05
2023-05-05,Delhi,Delhi_District,3748,1063,937,1686,824,299,2023,5,4,0,2023-05
2023-05-05,West Bengal,West_District,5023,1131,1255,2260,1105,401,2023,5,4,0,2023-05
2023-05-06,Maharashtra,Maharashtra_District,4382,562,1095,1971,964,350,2023,5,5,1,2023-05
2023-05-06,Uttar Pradesh,Uttar_District,6971,1551,1742,3136,1533,557,2023,5,5,1,2023-05
2023-05-06,Karnataka,Karnataka_District,3529,427,882,1588,776,282,2023,5,5,1,2023-05
2023-05-06,Tamil Nadu,Tamil_District,3973,552,993,1787,874,317,2023,5,5,1,2023-05
2023-05-06,Delhi,Delhi_District,2480,397,620,1116,545,198,2023,5,5,1,2023-05
2023-05-06,West Bengal,West_District,3206,611,801,1442,705,256,2023,5,5,1,2023-05
2023-05-07,Maharashtra,Maharashtra_District,4997,1061,1249,2248,1099,399,2023,5,6,1,2023-05
2023-05-07,Uttar Pradesh,Uttar_District,6863,1388,1715,3088,1509,549,2023,5,6,1,2023-05
2023-05-07,Karnataka,Karnataka_District,3277,334,819,1474,720,262,2023,5,6,1,2023-05
2023-05-07,Tamil Nadu,Tamil_District,4000,879,1000,1800,880,320,2023,5,6,1,2023-05
2023-05-07,Delhi,Delhi_District,1901,538,475,855,418,152,2023,5,6,1,2023-05
2023-05-07,West Bengal,West_District,3080,375,770,1386,677,246,2023,5,6,1,2023-05
2023-05-08,Maharashtra,Maharashtra_District,7571,1836,1892,3406,1665,605,2023,5,0,0,2023-05
2023-05-08,Uttar Pradesh,Uttar_District,12014,2650,3003,5406,2643,961,2023,5,0,0,2023-05
2023-05-08,Karnataka,Karnataka_District,5638,1105,1409,2537,1240,451,2023,5,0,0,2023-05
2023-05-08,Tamil Nadu,Tamil_District,6916,2068,1729,3112,1521,553,2023,5,0,0,2023-05
2023-05-08,Delhi,Delhi_District,3824,1139,956,1720,841,305,2023,5,0,0,2023-05
2023-05-08,West Bengal,West_District,5453,713,1363,2453,1199,436,2023,5,0,0,2023-05
2023-05-09,Maharashtra,Maharashtra_District,7655,1202,1913,3444,1684,612,2023,5,1,0,2023-05
2023-05-09,Uttar Pradesh,Uttar_District,12029,2494,3007,5413,2646,962,2023,5,1,0,2023-05
2023-05-09,Karnataka,Karnataka_District,5944,628,1486,2674,1307,475,2023,5,1,0,2023-05
2023-05-09,Tamil Nadu,Tamil_District,6665,767,1666,2999,1466,533,2023,5,1,0,2023-05
2023-05-09,Delhi,Delhi_District,3834,664,958,1725,843,306,2023,5,1,0,2023-05
2023-05-09,West Bengal,West_District,4999,1045,1249,2249,1099,399,2023,5,1,0,2023-05
2023-05-10,Maharashtra,Maharashtra_District,7844,2298,1961,3529,1725,627,2023,5,2,0,2023-05
2023-05-10,Uttar Pradesh,Uttar_District,11561,3008,2890,5202,2543,924,2023,5,2,0,2023-05
2023-05-10,Karnataka,Karnataka_District,5654,1157,1413,2544,1243,452,2023,5,2,0,2023-05
2023-05-10,Tamil Nadu,Tamil_District,7117,1480,1779,3202,1565,569,2023,5,2,0,2023-05
2023-05-10,Delhi,Delhi_District,3573,770,893,1607,786,285,2023,5,2,0,2023-05
2023-05-10,West Bengal,West_District,5382,1573,1345,2421,1184,430,2023,5,2,0,2023-05
2023-05-11,Maharashtra,Maharashtra_District,8355,1678,2088,3759,1838,668,2023,5,3,0,2023-05
2023-05-11,Uttar Pradesh,Uttar_District,12105,2216,3026,5447,2663,968,2023,5,3,0,2023-05
2023-05-11,Karnataka,Karnataka_District,5600,1091,1400,2520,1232,448,2023,5,3,0,2023-05
2023-05-11,Tamil Nadu,Tamil_District,6999,1326,1749,3149,1539,559,2023,5,3,0,2023-05
2023-05-11,Delhi,Delhi_District,3529,732,882,1588,776,282,2023,5,3,0,2023-05
2023-05-11,West Bengal,West_District,5015,1433,1253,2256,1103,401,2023,5,3,0,2023-05
2023-05-12,Maharashtra,Maharashtra_District,7599,1647,1899,3419,1671,607,2023,5,4,0,2023-05
2023-05-12,Uttar Pradesh,Uttar_District,11501,2256,2875,5175,2530,920,2023,5,4,0,2023-05
2023-05-12,Karnataka,Karnataka_District,6200,1477,1550,2790,1364,496,2023,5,4,0,2023-05
2023-05-12,Tamil Nadu,Tamil_District,6767,1380,1691,3045,1488,541,2023,5,4,0,2023-05
2023-05-12,Delhi,Delhi_District,4354,890,1088,1959,957,348,2023,5,4,0,2023-05
2023-05-12,West Bengal,West_District,4700,1352,1175,2115,1034,376,2023,5,4,0,2023-05
2023-05-13,Maharashtra,Maharashtra_District,4784,697,1196,2152,1052,382,2023,5,5,1,2023-05
2023-05-13,Uttar Pradesh,Uttar_District,6785,1816,1696,3053,1492,542,2023,5,5,1,2023-05
2023-05-13,Karnataka,Karnataka_District,3990,724,997,1795,877,319,2023,5,5,1,2023-05
2023-05-13,Tamil Nadu,Tamil_District,4397,1153,1099,1978,967,351,2023,5,5,1,2023-05
2023-05-13,Delhi,Delhi_District,2089,358,522,940,459,167,2023,5,5,1,2023-05
2023-05-13,West Bengal,West_District,2930,744,732,1318,644,234,2023,5,5,1,2023-05
2023-05-14,Maharashtra,Maharashtra_District,4700,1037,1175,2115,1034,376,2023,5,6,1,2023-05
2023-05-14,Uttar Pradesh,Uttar_District,7361,1210,1840,3312,1619,588,2023,5,6,1,2023-05
2023-05-14,Karnataka,Karnataka_District,3939,802,984,1772,866,315,2023,5,6,1,2023-05
2023-05-14,Tamil Nadu,Tamil_District,3861,566,965,1737,849,308,2023,5,6,1,2023-05
2023-05-14,Delhi,Delhi_District,1928,198,482,867,424,154,2023,5,6,1,2023-05
2023-05-14,West Bengal,West_District,3102,415,775,1395,682,248,2023,5,6,1,2023-05
2023-05-15,Maharashtra,Maharashtra_District,8346,1755,2086,3755,1836,667,2023,5,0,0,2023-05
2023-05-15,Uttar Pradesh,Uttar_District,11840,2603,2960,5328,2604,947,2023,5,0,0,2023-05
2023-05-15,Karnataka,Karnataka_District,6353,1723,1588,2858,1397,508,2023,5,0,0,2023-05
2023-05-15,Tamil Nadu,Tamil_District,6911,1280,1727,3109,1520,552,2023,5,0,0,2023-05
2023-05-15,Delhi,Delhi_District,4033,633,1008,1814,887,322,2023,5,0,0,2023-05
2023-05-15,West Bengal,West_District,5423,1481,1355,2440,1193,433,2023,5,0,0,2023-05
2023-05-16,Maharashtra,Maharashtra_District,8160,2102,2040,3672,1795,652,2023,5,1,0,2023-05
2023-05-16,Uttar Pradesh,Uttar_District,12456,3386,3114,5605,2740,996,2023,5,1,0,2023-05
2023-05-16,Karnataka,Karnataka_District,5937,632,1484,2671,1306,474,2023,5,1,0,2023-05
2023-05-16,Tamil Nadu,Tamil_District,7404,2159,1851,3331,1628,592,2023,5,1,0,2023-05
2023-05-16,Delhi,Delhi_District,4327,457,1081,1947,951,346,2023,5,1,0,2023-05
2023-05-16,West Bengal,West_District,4788,1102,1197,2154,1053,383,2023,5,1,0,2023-05
2023-05-17,Maharashtra,Maharashtra_District,8155,882,2038,3669,1794,652,2023,5,2,0,2023-05
2023-05-17,Uttar Pradesh,Uttar_District,12361,2643,3090,5562,2719,988,2023,5,2,0,2023-05
2023-05-17,Karnataka,Karnataka_District,6119,1607,1529,2753,1346,489,2023,5,2,0,2023-05
2023-05-17,Tamil Nadu,Tamil_District,6679,1456,1669,3005,1469,534,2023,5,2,0,2023-05
2023-05-17,Delhi,Delhi_District,3622,372,905,1629,796,289,2023,5,2,0,2023-05
2023-05-17,West Bengal,West_District,4637,596,1159,2086,1020,370,2023,5,2,0,2023-05
2023-05-18,Maharashtra,Maharashtra_District,8123,1862,2030,3655,1787,649,2023,5,3,0,2023-05
