Date,State_Name,District_Name,Pincode,Total_Enrolments,Total_Updates,Age_Group_0_18,Age_Group_19_40,Age_Group_41_60,Age_Group_60_Plus
2023-03-11,Madhya Pradesh,Madhya_District_4,156394,2504,389,648,1171,528,157
2023-03-11,Bihar,Bihar_District_2,222067,2246,393,658,1015,500,73
2023-03-11,Andhra Pradesh,Andhra_District_5,685050,2415,546,590,1145,543,137
2023-03-11,Telangana,Telangana_District_7,886319,2497,588,578,1236,524,159
2023-03-11,Kerala,Kerala_District_3,864443,1525,199,380,616,353,176
2023-03-11,Odisha,Odisha_District_5,310058,1392,375,406,641,304,41
2023-03-11,Assam,Assam_District_7,662231,1627,260,329,714,393,191
2023-03-12,Maharashtra,Maharashtra_District_4,577623,11552,2131,2949,4921,2729,953
2023-03-12,Uttar Pradesh,Uttar_District_1,982726,7488,1123,1926,3054,1802,706
2023-03-12,Karnataka,Karnataka_District_6,321248,3880,467,960,1713,873,334
2023-03-12,Tamil Nadu,Tamil_District_2,899442,4145,452,971,1909,879,386
2023-03-12,Delhi,Delhi_District_4,583165,2424,278,648,999,506,271
2023-03-12,West Bengal,West_District_7,404274,2997,626,837,1231,743,186
2023-03-12,Rajasthan,Rajasthan_District_3,697829,2603,600,595,1131,586,291
2023-03-12,Gujarat,Gujarat_District_4,934937,3230,650,932,1459,739,100
2023-03-12,Madhya Pradesh,Madhya_District_4,338577,2837,821,676,1350,608,203
2023-03-12,Bihar,Bihar_District_7,694933,1888,263,429,826,431,202
2023-03-12,Andhra Pradesh,Andhra_District_2,181301,2487,368,738,1131,525,93
2023-03-12,Telangana,Telangana_District_1,256229,2439,310,513,1170,533,223
2023-03-12,Kerala,Kerala_District_5,131748,1415,298,299,578,311,227
2023-03-12,Odisha,Odisha_District_5,640186,1197,164,308,550,283,56
2023-03-12,Assam,Assam_District_7,188327,1024,138,297,443,237,47
2023-03-13,Maharashtra,Maharashtra_District_5,467024,20057,2443,4838,8392,4531,2296
2023-03-13,Uttar Pradesh,Uttar_District_3,424931,12299,3514,2582,5540,2707,1470
2023-03-13,Karnataka,Karnataka_District_6,987548,6095,1518,1456,2793,1276,570
2023-03-13,Tamil Nadu,Tamil_District_6,761990,7055,961,1811,3518,1737,-11
2023-03-13,Delhi,Delhi_District_6,634384,4045,1082,1180,1851,923,91
2023-03-13,West Bengal,West_District_7,452775,4783,716,1133,2387,1035,228
2023-03-13,Rajasthan,Rajasthan_District_6,445671,4452,530,1167,1968,969,348
2023-03-13,Gujarat,Gujarat_District_5,847974,4726,818,1046,2308,988,384
2023-03-13,Madhya Pradesh,Madhya_District_4,896413,4060,543,851,1633,893,683
2023-03-13,Bihar,Bihar_District_5,266165,3119,854,772,1517,732,98
2023-03-13,Andhra Pradesh,Andhra_District_3,530942,4254,914,1121,1928,933,272
2023-03-13,Telangana,Telangana_District_3,861254,3450,889,947,1458,705,340
2023-03-13,Kerala,Kerala_District_2,416166,3302,800,968,1647,742,-55
2023-03-13,Odisha,Odisha_District_3,778689,2663,767,791,1325,628,-81
2023-03-13,Assam,Assam_District_3,472290,1785,290,477,777,376,155
2023-03-14,Maharashtra,Maharashtra_District_4,658140,18887,2302,4288,9290,4456,853
2023-03-14,Uttar Pradesh,Uttar_District_6,189665,12085,2811,2574,5186,2750,1575
2023-03-14,Karnataka,Karnataka_District_2,864603,6322,1040,1500,2911,1283,628
2023-03-14,Tamil Nadu,Tamil_District_5,454516,7079,1577,1947,3428,1737,-33
2023-03-14,Delhi,Delhi_District_5,765467,4408,816,1304,2153,926,25
2023-03-14,West Bengal,West_District_7,312362,4699,821,1166,2000,980,553
2023-03-14,Rajasthan,Rajasthan_District_3,880552,4707,1200,1008,1991,942,766
2023-03-14,Gujarat,Gujarat_District_6,235119,5044,913,1049,2241,1198,556
2023-03-14,Madhya Pradesh,Madhya_District_3,249688,4090,773,1182,1883,872,153
2023-03-14,Bihar,Bihar_District_7,971442,3109,430,753,1409,733,214
2023-03-14,Andhra Pradesh,Andhra_District_3,286597,3763,582,785,1783,795,400
2023-03-14,Telangana,Telangana_District_1,864654,3321,518,819,1422,819,261
2023-03-14,Kerala,Kerala_District_1,600092,2693,508,655,1154,668,216
2023-03-14,Odisha,Odisha_District_7,501518,2664,525,780,1067,652,165
2023-03-14,Assam,Assam_District_7,883920,1774,482,463,752,421,138
2023-03-15,Maharashtra,Maharashtra_District_4,349409,20982,4406,5184,9349,4839,1610
2023-03-15,Uttar Pradesh,Uttar_District_1,776392,12230,1953,3452,5719,2640,419
2023-03-15,Karnataka,Karnataka_District_6,781374,5718,811,1541,2345,1188,644
2023-03-15,Tamil Nadu,Tamil_District_6,219642,6958,2080,1405,2834,1634,1085
2023-03-15,Delhi,Delhi_District_1,873728,3778,1053,1129,1580,833,236
2023-03-15,West Bengal,West_District_3,782332,4887,760,980,2188,1183,536
2023-03-15,Rajasthan,Rajasthan_District_7,255483,4097,975,1021,1890,821,365
2023-03-15,Gujarat,Gujarat_District_6,873520,4841,1183,1162,2158,1150,371
2023-03-15,Madhya Pradesh,Madhya_District_5,726825,4246,811,1253,2115,1005,-127
2023-03-15,Bihar,Bihar_District_3,307042,2827,761,622,1243,641,321
2023-03-15,Andhra Pradesh,Andhra_District_5,735836,4480,1237,1130,1865,1105,380
2023-03-15,Telangana,Telangana_District_5,923234,3206,506,806,1319,713,368
2023-03-15,Kerala,Kerala_District_7,932443,2815,445,701,1198,667,249
2023-03-15,Odisha,Odisha_District_3,370030,2916,307,634,1189,695,398
2023-03-15,Assam,Assam_District_7,226634,1657,289,438,760,401,58
2023-03-16,Maharashtra,Maharashtra_District_2,143766,20805,5837,5478,9042,4346,1939
2023-03-16,Uttar Pradesh,Uttar_District_4,740116,12416,3692,2703,5359,2593,1761
2023-03-16,Karnataka,Karnataka_District_2,704460,5866,1450,1436,2381,1250,799
2023-03-16,Tamil Nadu,Tamil_District_6,731955,6764,1300,1484,2795,1602,883
2023-03-16,Delhi,Delhi_District_2,135753,4098,907,915,1983,1018,182
2023-03-16,West Bengal,West_District_2,329122,5414,1244,1439,2581,1292,102
2023-03-16,Rajasthan,Rajasthan_District_1,179990,4376,1267,1246,1922,1073,135
2023-03-16,Gujarat,Gujarat_District_3,987817,5015,933,1209,2234,1066,506
2023-03-16,Madhya Pradesh,Madhya_District_1,310367,4405,470,1221,2172,902,110
2023-03-16,Bihar,Bihar_District_4,568611,3307,522,976,1359,810,162
2023-03-16,Andhra Pradesh,Andhra_District_7,885379,4155,1113,910,1727,980,538
2023-03-16,Telangana,Telangana_District_1,137689,3274,674,677,1538,810,249
2023-03-16,Kerala,Kerala_District_3,860714,3059,375,684,1438,626,311
2023-03-16,Odisha,Odisha_District_6,622786,2392,428,485,1185,503,219
2023-03-16,Assam,Assam_District_3,117292,2091,337,576,865,419,231
2023-03-17,Maharashtra,Maharashtra_District_3,240569,19865,5725,4925,9804,4123,1013
2023-03-17,Uttar Pradesh,Uttar_District_7,145342,11797,1934,2939,5674,2879,305
2023-03-17,Karnataka,Karnataka_District_5,479836,6328,1503,1817,2647,1359,505
2023-03-17,Tamil Nadu,Tamil_District_3,143083,7309,1272,1888,3072,1464,885
2023-03-17,Delhi,Delhi_District_5,806478,3977,538,1044,1620,990,323
2023-03-17,West Bengal,West_District_5,203861,4629,1255,1103,2121,974,431
2023-03-17,Rajasthan,Rajasthan_District_5,694088,4040,841,1084,1700,932,324
2023-03-17,Gujarat,Gujarat_District_2,939106,5403,1055,1316,2486,1212,389
2023-03-17,Madhya Pradesh,Madhya_District_2,938541,4140,967,962,1772,991,415
2023-03-17,Bihar,Bihar_District_2,332584,3397,381,713,1581,742,361
2023-03-17,Andhra Pradesh,Andhra_District_1,784697,3585,998,884,1455,891,355
2023-03-17,Telangana,Telangana_District_2,563379,3396,652,867,1451,848,230
2023-03-17,Kerala,Kerala_District_7,188382,2769,778,602,1312,690,165
2023-03-17,Odisha,Odisha_District_4,258400,2764,651,798,1172,618,176
2023-03-17,Assam,Assam_District_5,700675,2159,286,592,1028,432,107
2023-03-18,Maharashtra,Maharashtra_District_3,153133,11852,2659,3535,5057,2788,472
2023-03-18,Uttar Pradesh,Uttar_District_4,630168,6803,1902,1552,3353,1610,288
2023-03-18,Karnataka,Karnataka_District_1,537290,3931,942,1077,1675,876,303
2023-03-18,Tamil Nadu,Tamil_District_7,734806,4481,1135,1115,1947,1073,346
2023-03-18,Delhi,Delhi_District_7,239000,2895,450,673,1300,601,321
2023-03-18,West Bengal,West_District_5,564064,2624,488,686,1291,644,3
2023-03-18,Rajasthan,Rajasthan_District_1,365193,2864,382,743,1179,594,348
2023-03-18,Gujarat,Gujarat_District_5,264157,3258,378,776,1619,795,68
2023-03-18,Madhya Pradesh,Madhya_District_7,505755,2657,758,744,1106,552,255
2023-03-18,Bihar,Bihar_District_2,611840,2027,411,533,989,468,37
2023-03-18,Andhra Pradesh,Andhra_District_1,875562,2553,620,689,1187,636,41
2023-03-18,Telangana,Telangana_District_3,484904,2310,394,606,1049,470,185
2023-03-18,Kerala,Kerala_District_6,631167,1397,224,370,575,344,108
2023-03-18,Odisha,Odisha_District_5,706197,1609,193,375,738,393,103
2023-03-18,Assam,Assam_District_6,141332,1392,208,324,670,327,71
2023-03-19,Maharashtra,Maharashtra_District_3,169507,11202,2891,2897,5078,2417,810
2023-03-19,Uttar Pradesh,Uttar_District_6,458837,7656,1418,1609,3784,1872,391
2023-03-19,Karnataka,Karnataka_District_2,252201,3403,762,794,1368,716,525
2023-03-19,Tamil Nadu,Tamil_District_2,933902,4056,967,1208,1783,989,76
2023-03-19,Delhi,Delhi_District_5,727669,2139,516,538,1061,455,85
2023-03-19,West Bengal,West_District_4,266084,2657,777,659,1127,626,245
2023-03-19,Rajasthan,Rajasthan_District_3,642484,2723,596,717,1213,544,249
2023-03-19,Gujarat,Gujarat_District_5,953597,3322,445,941,1543,770,68
2023-03-19,Madhya Pradesh,Madhya_District_5,388937,2284,242,477,1139,481,187
2023-03-19,Bihar,Bihar_District_1,338870,2146,305,517,1033,433,163
2023-03-19,Andhra Pradesh,Andhra_District_5,288929,2072,384,446,1031,483,112
2023-03-19,Telangana,Telangana_District_7,662305,1709,491,350,792,367,200
2023-03-19,Kerala,Kerala_District_5,930685,1809,486,413,892,410,94
2023-03-19,Odisha,Odisha_District_3,431596,1172,141,277,551,269,75
2023-03-19,Assam,Assam_District_5,648240,889,126,226,358,187,118
2023-03-20,Maharashtra,Maharashtra_District_6,599009,19755,5438,5296,8286,4918,1255
2023-03-20,Uttar Pradesh,Uttar_District_6,667833,12269,3590,3315,5761,2494,699
2023-03-20,Karnataka,Karnataka_District_3,258288,6444,1680,1547,2591,1597,709
2023-03-20,Tamil Nadu,Tamil_District_7,934220,6858,976,1605,3063,1597,593
2023-03-20,Delhi,Delhi_District_4,660037,4208,1255,1003,1775,1041,389
2023-03-20,West Bengal,West_District_1,731492,4501,804,928,2166,925,482
2023-03-20,Rajasthan,Rajasthan_District_4,816019,4872,1449,978,2334,983,577
2023-03-20,Gujarat,Gujarat_District_4,427730,4605,710,1098,2299,1091,117
2023-03-20,Madhya Pradesh,Madhya_District_2,446541,3662,875,767,1733,784,378
2023-03-20,Bihar,Bihar_District_1,256256,2799,568,569,1296,648,286
2023-03-20,Andhra Pradesh,Andhra_District_6,579901,3550,492,763,1538,732,517
2023-03-20,Telangana,Telangana_District_2,573962,3292,672,807,1584,658,243
2023-03-20,Kerala,Kerala_District_1,250293,3300,330,803,1537,809,151
2023-03-20,Odisha,Odisha_District_4,998291,2209,409,533,1075,540,61
2023-03-20,Assam,Assam_District_5,555120,1527,244,312,614,320,281
2023-03-21,Maharashtra,Maharashtra_District_4,410475,19680,3499,4283,9037,4746,1614
2023-03-21,Uttar Pradesh,Uttar_District_7,280326,12272,1612,2959,5678,2840,795
2023-03-21,Karnataka,Karnataka_District_7,589691,6263,1401,1417,2907,1301,638
2023-03-21,Tamil Nadu,Tamil_District_3,568085,6799,1182,1924,2906,1456,513
2023-03-21,Delhi,Delhi_District_6,820575,4213,479,1116,1841,917,339
2023-03-21,West Bengal,West_District_4,309512,5431,1538,1101,2595,1356,379
2023-03-21,Rajasthan,Rajasthan_District_3,891597,4002,662,959,1696,892,455
2023-03-21,Gujarat,Gujarat_District_2,151279,4990,1344,1305,2130,1007,548
2023-03-21,Madhya Pradesh,Madhya_District_1,139989,4093,492,969,1656,946,522
2023-03-21,Bihar,Bihar_District_4,927050,2590,535,538,1290,613,149
2023-03-21,Andhra Pradesh,Andhra_District_1,662620,3830,1142,788,1719,799,524
2023-03-21,Telangana,Telangana_District_3,355529,3319,667,792,1344,737,446
2023-03-21,Kerala,Kerala_District_4,700453,3484,616,774,1702,851,157
2023-03-21,Odisha,Odisha_District_2,488942,2384,354,502,1020,562,300
2023-03-21,Assam,Assam_District_5,721738,2192,364,526,1069,475,122
2023-03-22,Maharashtra,Maharashtra_District_5,537788,20127,2029,5095,8690,4301,2041
2023-03-22,Uttar Pradesh,Uttar_District_7,723570,11916,2663,3461,5713,2533,209
2023-03-22,Karnataka,Karnataka_District_4,190104,5788,898,1652,2475,1412,249
2023-03-22,Tamil Nadu,Tamil_District_5,377261,7014,827,1726,3379,1680,229
2023-03-22,Delhi,Delhi_District_1,107609,3744,923,785,1803,871,285
2023-03-22,West Bengal,West_District_4,627673,5186,872,1073,2211,1206,696
2023-03-22,Rajasthan,Rajasthan_District_3,692482,4886,815,1101,2311,1073,401
2023-03-22,Gujarat,Gujarat_District_3,774852,4814,1027,1308,2272,973,261
2023-03-22,Madhya Pradesh,Madhya_District_4,717809,4186,450,1252,1988,953,-7
2023-03-22,Bihar,Bihar_District_7,555148,3248,558,842,1600,755,51
2023-03-22,Andhra Pradesh,Andhra_District_4,850095,4414,1022,1300,1883,1055,176
2023-03-22,Telangana,Telangana_District_7,406140,3478,684,1032,1686,864,-104
2023-03-22,Kerala,Kerala_District_7,246737,3278,729,794,1434,761,289
2023-03-22,Odisha,Odisha_District_5,971150,2360,651,680,1151,484,45
2023-03-22,Assam,Assam_District_6,537247,1981,297,522,797,433,229
2023-03-23,Maharashtra,Maharashtra_District_3,208364,21005,4423,6082,8426,5126,1371
2023-03-23,Uttar Pradesh,Uttar_District_6,259872,11881,1486,2891,5828,2637,525
2023-03-23,Karnataka,Karnataka_District_6,987204,6062,1397,1502,2684,1488,388
2023-03-23,Tamil Nadu,Tamil_District_1,982089,6904,1648,1606,3397,1524,377
2023-03-23,Delhi,Delhi_District_3,201356,3890,673,943,1771,892,284
2023-03-23,West Bengal,West_District_7,571104,5046,840,1039,2516,1024,467
2023-03-23,Rajasthan,Rajasthan_District_3,112503,4441,1331,1124,2140,1075,102
2023-03-23,Gujarat,Gujarat_District_1,705875,4871,1442,1321,2091,1130,329
2023-03-23,Madhya Pradesh,Madhya_District_5,933849,4109,1074,1045,1659,980,425
2023-03-23,Bihar,Bihar_District_3,706487,2821,370,589,1368,681,183
2023-03-23,Andhra Pradesh,Andhra_District_4,404639,4393,1086,1295,1990,992,116
2023-03-23,Telangana,Telangana_District_2,563927,3698,450,942,1513,899,344
2023-03-23,Kerala,Kerala_District_1,162648,3397,741,966,1461,725,245
2023-03-23,Odisha,Odisha_District_6,168076,2097,584,458,999,474,166
2023-03-23,Assam,Assam_District_2,109779,1510,400,412,645,342,111
2023-03-24,Maharashtra,Maharashtra_District_1,748243,20895,4019,5303,8529,4429,2634
2023-03-24,Uttar Pradesh,Uttar_District_6,735344,11865,2082,3095,5603,2860,307
2023-03-24,Karnataka,Karnataka_District_3,181427,6155,1246,1297,2623,1388,847
2023-03-24,Tamil Nadu,Tamil_District_1,806876,7030,926,1539,3053,1563,875
2023-03-24,Delhi,Delhi_District_1,125846,4037,735,858,1943,860,376
2023-03-24,West Bengal,West_District_4,200414,4812,594,1315,2250,1195,52
2023-03-24,Rajasthan,Rajasthan_District_5,536744,4153,476,936,1907,934,376
2023-03-24,Gujarat,Gujarat_District_5,877353,4777,1191,1241,2024,958,554
2023-03-24,Madhya Pradesh,Madhya_District_1,706191,3850,815,956,1795,880,219
2023-03-24,Bihar,Bihar_District_5,441643,2575,401,630,1213,587,145
2023-03-24,Andhra Pradesh,Andhra_District_2,294369,3767,489,991,1711,862,203
2023-03-24,Telangana,Telangana_District_1,213023,3731,1028,785,1713,760,473
2023-03-24,Kerala,Kerala_District_5,666876,3363,959,943,1651,723,46
2023-03-24,Odisha,Odisha_District_1,530746,2861,553,679,1167,596,419
2023-03-24,Assam,Assam_District_7,856753,1746,405,511,721,414,100
2023-03-25,Maharashtra,Maharashtra_District_4,175910,12130,3549,2493,4919,2785,1933
2023-03-25,Uttar Pradesh,Uttar_District_6,824144,6894,1857,1471,2848,1649,926
2023-03-25,Karnataka,Karnataka_District_6,354097,3401,827,825,1544,844,188
2023-03-25,Tamil Nadu,Tamil_District_5,533288,4411,856,923,2205,993,290
2023-03-25,Delhi,Delhi_District_7,172308,2416,392,521,1023,592,280
2023-03-25,West Bengal,West_District_3,318382,3222,875,678,1561,750,233
2023-03-25,Rajasthan,Rajasthan_District_5,720451,3072,479,892,1246,725,209
2023-03-25,Gujarat,Gujarat_District_3,806450,3307,961,701,1546,807,253
2023-03-25,Madhya Pradesh,Madhya_District_4,448938,2473,485,535,1234,599,105
2023-03-25,Bihar,Bihar_District_4,122829,2210,230,651,1069,446,44
2023-03-25,Andhra Pradesh,Andhra_District_2,843978,2316,318,688,1144,534,-50
2023-03-25,Telangana,Telangana_District_1,207593,2011,266,476,987,460,88
2023-03-25,Kerala,Kerala_District_1,846568,2010,295,495,953,472,90
2023-03-25,Odisha,Odisha_District_6,892966,1870,357,457,929,446,38
2023-03-25,Assam,Assam_District_1,973333,1002,175,201,420,249,132
2023-03-26,Maharashtra,Maharashtra_District_5,288004,12940,1864,3036,5975,2885,1044
2023-03-26,Uttar Pradesh,Uttar_District_7,897725,7262,1053,1860,3232,1587,583
2023-03-26,Karnataka,Karnataka_District_4,589547,4031,930,1145,1931,826,129
2023-03-26,Tamil Nadu,Tamil_District_7,987944,4500,493,1139,2224,1049,88
2023-03-26,Delhi,Delhi_District_3,749518,2562,542,514,1118,535,395
2023-03-26,West Bengal,West_District_2,962982,3127,628,684,1535,726,182
2023-03-26,Rajasthan,Rajasthan_District_3,885607,2819,298,586,1272,565,396
2023-03-26,Gujarat,Gujarat_District_7,939609,2699,449,757,1230,565,147
2023-03-26,Madhya Pradesh,Madhya_District_1,612996,2725,644,803,1093,607,222
2023-03-26,Bihar,Bihar_District_2,894880,1534,281,312,614,363,245
2023-03-26,Andhra Pradesh,Andhra_District_4,682161,1961,585,576,887,482,16
2023-03-26,Telangana,Telangana_District_1,921161,2173,502,542,989,454,188
2023-03-26,Kerala,Kerala_District_5,171524,1573,438,340,727,364,142
2023-03-26,Odisha,Odisha_District_3,224752,1775,384,440,815,442,78
2023-03-26,Assam,Assam_District_6,874003,1093,296,307,538,261,-13
2023-03-27,Maharashtra,Maharashtra_District_7,207673,20007,4643,4285,8701,4129,2892
2023-03-27,Uttar Pradesh,Uttar_District_1,990046,11706,1592,3008,4866,2343,1489
2023-03-27,Karnataka,Karnataka_District_6,720579,6246,1434,1310,2898,1330,708
2023-03-27,Tamil Nadu,Tamil_District_3,313625,6963,1363,1521,3026,1601,815
2023-03-27,Delhi,Delhi_District_6,528058,4129,1173,940,1752,868,569
2023-03-27,West Bengal,West_District_7,614533,5095,1227,1035,2465,1025,570
2023-03-27,Rajasthan,Rajasthan_District_6,690106,4825,1007,1235,2103,1041,446
2023-03-27,Gujarat,Gujarat_District_3,918711,4770,542,1419,2043,1144,164
2023-03-27,Madhya Pradesh,Madhya_District_6,998661,4392,1134,996,1800,974,622
2023-03-27,Bihar,Bihar_District_5,805785,3432,994,924,1684,697,127
2023-03-27,Andhra Pradesh,Andhra_District_6,471369,3512,760,838,1656,765,253
2023-03-27,Telangana,Telangana_District_4,602427,3974,824,1156,1759,967,92
2023-03-27,Kerala,Kerala_District_7,114713,2539,382,573,1104,581,281
2023-03-27,Odisha,Odisha_District_7,436799,2045,603,560,973,496,16
2023-03-27,Assam,Assam_District_6,564759,2136,549,630,956,492,58
2023-03-28,Maharashtra,Maharashtra_District_2,261626,20435,4075,4820,8442,4279,2894
2023-03-28,Uttar Pradesh,Uttar_District_5,200021,12103,2531,2673,5337,2600,1493
2023-03-28,Karnataka,Karnataka_District_3,670176,6171,824,1713,2908,1528,22
2023-03-28,Tamil Nadu,Tamil_District_2,829401,7157,1977,2065,3150,1773,169
2023-03-28,Delhi,Delhi_District_5,241186,3693,442,1048,1809,772,64
2023-03-28,West Bengal,West_District_5,412475,4669,487,964,2048,1048,609
2023-03-28,Rajasthan,Rajasthan_District_2,603103,4513,1157,1217,1862,945,489
2023-03-28,Gujarat,Gujarat_District_6,417537,4899,617,1334,2170,1075,320
2023-03-28,Madhya Pradesh,Madhya_District_6,927303,4007,624,1123,1913,971,0
2023-03-28,Bihar,Bihar_District_1,269500,3157,464,822,1394,756,185
2023-03-28,Andhra Pradesh,Andhra_District_5,162844,3527,558,750,1579,842,356
2023-03-28,Telangana,Telangana_District_5,385194,3890,1038,1044,1824,968,54
2023-03-28,Kerala,Kerala_District_2,754243,3191,561,729,1325,743,394
2023-03-28,Odisha,Odisha_District_7,776292,2666,622,598,1248,550,270
2023-03-28,Assam,Assam_District_5,497543,1765,486,381,866,407,111
2023-03-29,Maharashtra,Maharashtra_District_3,632737,20222,5615,4546,8462,4774,2440
2023-03-29,Uttar Pradesh,Uttar_District_4,543729,12349,2818,3397,5269,2762,921
2023-03-29,Karnataka,Karnataka_District_3,925948,5673,1536,1232,2419,1282,740
2023-03-29,Tamil Nadu,Tamil_District_2,681918,7071,1501,1642,3087,1451,891
2023-03-29,Delhi,Delhi_District_6,222382,3632,503,835,1483,857,457
2023-03-29,West Bengal,West_District_1,940862,5215,798,1384,2408,1257,166
2023-03-29,Rajasthan,Rajasthan_District_1,710814,4265,891,995,1711,968,591
2023-03-29,Gujarat,Gujarat_District_3,383521,4558,1072,1001,2176,1059,322
2023-03-29,Madhya Pradesh,Madhya_District_1,521158,4131,735,1122,1669,1007,333
2023-03-29,Bihar,Bihar_District_2,621823,2956,776,687,1279,641,349
2023-03-29,Andhra Pradesh,Andhra_District_1,887451,3506,898,900,1427,766,413
2023-03-29,Telangana,Telangana_District_3,944118,3801,1084,1098,1650,926,127
2023-03-29,Kerala,Kerala_District_7,274655,2946,498,772,1466,619,89
2023-03-29,Odisha,Odisha_District_3,223456,2649,573,691,1115,649,194
2023-03-29,Assam,Assam_District_2,197858,2286,513,487,978,485,336
2023-03-30,Maharashtra,Maharashtra_District_7,620373,19735,2228,5797,9620,4666,-348
2023-03-30,Uttar Pradesh,Uttar_District_4,391330,12084,3029,3320,5730,2732,302
2023-03-30,Karnataka,Karnataka_District_6,157582,5808,1579,1477,2542,1426,363
2023-03-30,Tamil Nadu,Tamil_District_6,638308,6863,1992,1605,3096,1376,786
2023-03-30,Delhi,Delhi_District_5,532020,3973,696,799,1657,926,591
2023-03-30,West Bengal,West_District_3,208521,5143,1404,1504,2241,1270,128
2023-03-30,Rajasthan,Rajasthan_District_7,992092,4209,945,863,1942,897,507
2023-03-30,Gujarat,Gujarat_District_4,601224,4928,702,1288,2139,1119,382
2023-03-30,Madhya Pradesh,Madhya_District_5,435782,3707,545,857,1629,789,432
2023-03-30,Bihar,Bihar_District_6,603383,2759,619,729,1291,657,82
2023-03-30,Andhra Pradesh,Andhra_District_3,146923,3923,601,1098,1941,881,3
2023-03-30,Telangana,Telangana_District_2,736938,3105,792,819,1476,705,105
2023-03-30,Kerala,Kerala_District_3,664626,3110,454,757,1550,638,165
2023-03-30,Odisha,Odisha_District_5,279068,2643,764,755,1133,547,208
2023-03-30,Assam,Assam_District_2,688061,1954,585,501,904,469,80
2023-03-31,Maharashtra,Maharashtra_District_5,655454,19942,2602,5377,9772,4839,-46
2023-03-31,Uttar Pradesh,Uttar_District_7,732058,11513,2339,2844,4742,2769,1158
2023-03-31,Karnataka,Karnataka_District_7,254902,5917,1110,1543,2705,1380,289
2023-03-31,Tamil Nadu,Tamil_District_1,808208,6846,1758,1446,3032,1451,917
2023-03-31,Delhi,Delhi_District_2,754901,3909,892,830,1616,963,500
2023-03-31,West Bengal,West_District_4,752024,4614,1252,1250,1983,1072,309
2023-03-31,Rajasthan,Rajasthan_District_2,950494,4791,949,1302,2301,1110,78
2023-03-31,Gujarat,Gujarat_District_6,698562,4724,589,1358,2073,1074,219
2023-03-31,Madhya Pradesh,Madhya_District_1,569987,4045,1145,829,1824,974,418
2023-03-31,Bihar,Bihar_District_1,162968,3159,403,888,1561,726,-16
2023-03-31,Andhra Pradesh,Andhra_District_6,681427,4245,1253,1164,2046,1059,-24
2023-03-31,Telangana,Telangana_District_6,722781,3048,430,691,1278,638,441
2023-03-31,Kerala,Kerala_District_7,668337,2853,616,852,1143,640,218
2023-03-31,Odisha,Odisha_District_5,691322,2146,471,525,1055,452,114
2023-03-31,Assam,Assam_District_7,332917,2453,331,585,1078,530,260
2023-04-01,Maharashtra,Maharashtra_District_3,287676,6020,1553,1696,2449,1370,505
2023-04-01,Uttar Pradesh,Uttar_District_7,535096,9118,2042,2131,4465,2167,355
2023-04-01,Karnataka,Karnataka_District_7,943948,5054,1418,1412,2034,1203,405
2023-04-01,Tamil Nadu,Tamil_District_3,696841,5337,1167,1557,2603,1265,-88
2023-04-01,Delhi,Delhi_District_6,302032,2625,327,571,1194,608,252
2023-04-01,West Bengal,West_District_1,763556,4019,742,911,1866,805,437
2023-04-01,Rajasthan,Rajasthan_District_5,742314,3358,577,894,1344,793,327
2023-04-01,Gujarat,Gujarat_District_4,321138,3907,820,1044,1848,822,193
2023-04-01,Madhya Pradesh,Madhya_District_5,455823,3163,388,883,1566,779,-65
2023-04-01,Bihar,Bihar_District_7,739457,2141,518,621,1048,441,31
2023-04-01,Andhra Pradesh,Andhra_District_6,307156,3309,739,732,1386,677,514
2023-04-01,Telangana,Telangana_District_4,488235,3082,731,788,1253,716,325
2023-04-01,Kerala,Kerala_District_2,395780,2645,642,712,1217,586,130
2023-04-01,Odisha,Odisha_District_4,232223,1950,274,507,795,451,197
2023-04-01,Assam,Assam_District_5,507018,1201,280,295,600,240,66
2023-04-02,Maharashtra,Maharashtra_District_6,930000,6543,1242,1634,2856,1456,597
2023-04-02,Uttar Pradesh,Uttar_District_4,807277,9631,1209,2368,4475,2345,443
2023-04-02,Karnataka,Karnataka_District_4,243375,4369,1059,1078,1784,1091,416
2023-04-02,Tamil Nadu,Tamil_District_2,539513,5469,1586,1553,2722,1247,-53
2023-04-02,Delhi,Delhi_District_3,545253,3565,747,726,1435,771,633
2023-04-02,West Bengal,West_District_5,644169,3901,636,808,1793,890,410
2023-04-02,Rajasthan,Rajasthan_District_2,379208,3404,557,982,1451,766,205
2023-04-02,Gujarat,Gujarat_District_2,587874,3661,875,1005,1551,757,348
2023-04-02,Madhya Pradesh,Madhya_District_1,477828,3132,587,688,1327,629,488
2023-04-02,Bihar,Bihar_District_1,652421,2261,668,612,1051,527,71
2023-04-02,Andhra Pradesh,Andhra_District_2,769244,2767,825,825,1253,686,3
2023-04-02,Telangana,Telangana_District_2,239132,2392,517,654,1053,542,143
2023-04-02,Kerala,Kerala_District_3,536349,2799,477,757,1337,665,40
2023-04-02,Odisha,Odisha_District_1,445350,2031,399,424,968,506,133
2023-04-02,Assam,Assam_District_7,176898,1356,399,403,632,286,35
2023-04-03,Maharashtra,Maharashtra_District_6,332332,10070,2665,2064,4836,2190,980
2023-04-03,Uttar Pradesh,Uttar_District_5,980991,15492,4627,4585,6393,3380,1134
2023-04-03,Karnataka,Karnataka_District_4,258799,7988,2213,1837,3597,1915,639
