date,state,district,pincode,enrolment_count,update_count,age_0_18,age_19_40,age_41_60,age_60_plus,source_file
2023-03-20,Jharkhand,JharkhandDistrict,570072,5623,837,1616,2440,1310,257,sample_data.csv
2023-03-20,Uttarakhand,UttarakhandDistrict,587549,14566,1512,3521,7060,2915,1070,sample_data.csv
2023-03-21,Maharashtra,MaharashtraDistrict,341645,14242,1970,3662,5976,3340,1264,sample_data.csv
2023-03-21,Uttar Pradesh,Uttar PradeshDistrict,302353,11040,1210,2660,5345,2209,826,sample_data.csv
2023-03-21,Karnataka,KarnatakaDistrict,602072,13672,2271,3372,5540,2886,1874,sample_data.csv
2023-03-21,Tamil Nadu,Tamil NaduDistrict,736063,18338,2808,5142,8195,3919,1082,sample_data.csv
2023-03-21,Delhi,DelhiDistrict,902889,18318,1885,4431,7521,3841,2525,sample_data.csv
2023-03-21,West Bengal,West BengalDistrict,966381,8027,1323,1930,3517,1870,710,sample_data.csv
2023-03-21,Rajasthan,RajasthanDistrict,149971,13176,2545,3578,5485,3008,1105,sample_data.csv
2023-03-21,Gujarat,GujaratDistrict,990185,8523,1671,2017,4221,1809,476,sample_data.csv
2023-03-21,Madhya Pradesh,Madhya PradeshDistrict,236555,18680,2695,4748,8529,4571,832,sample_data.csv
2023-03-21,Bihar,BiharDistrict,678523,9624,1208,2587,3926,2051,1060,sample_data.csv
2023-03-21,Andhra Pradesh,Andhra PradeshDistrict,326928,11480,1883,3350,5180,2570,380,sample_data.csv
2023-03-21,Telangana,TelanganaDistrict,502005,18769,2783,4755,8182,4480,1352,sample_data.csv
2023-03-21,Kerala,KeralaDistrict,199423,16399,2099,3858,8000,3319,1222,sample_data.csv
2023-03-21,Odisha,OdishaDistrict,803287,9338,1353,2155,4010,1999,1174,sample_data.csv
2023-03-21,Assam,AssamDistrict,434671,7168,952,1475,3128,1442,1123,sample_data.csv
2023-03-21,Punjab,PunjabDistrict,873601,13097,2083,2762,6431,3140,764,sample_data.csv
2023-03-21,Chhattisgarh,ChhattisgarhDistrict,405905,19112,3198,5715,8042,4615,740,sample_data.csv
2023-03-21,Haryana,HaryanaDistrict,501313,15522,2368,3437,6512,3245,2328,sample_data.csv
2023-03-21,Jharkhand,JharkhandDistrict,806244,10527,1073,2698,4724,2425,680,sample_data.csv
2023-03-21,Uttarakhand,UttarakhandDistrict,646931,6984,1026,1499,3437,1693,355,sample_data.csv
2023-03-22,Maharashtra,MaharashtraDistrict,958145,7795,952,1724,3810,1666,595,sample_data.csv
2023-03-22,Uttar Pradesh,Uttar PradeshDistrict,797462,10173,1993,2659,4120,2150,1244,sample_data.csv
2023-03-22,Karnataka,KarnatakaDistrict,507592,9284,1297,2480,4236,1970,598,sample_data.csv
2023-03-22,Tamil Nadu,Tamil NaduDistrict,353252,6241,1061,1356,3038,1300,547,sample_data.csv
2023-03-22,Delhi,DelhiDistrict,877331,20303,3016,5507,9007,4306,1483,sample_data.csv
2023-03-22,West Bengal,West BengalDistrict,667517,18972,2914,4119,8118,4539,2196,sample_data.csv
2023-03-22,Rajasthan,RajasthanDistrict,920566,16949,2684,3987,6971,3909,2082,sample_data.csv
2023-03-22,Gujarat,GujaratDistrict,347748,8435,1479,1896,4133,1714,692,sample_data.csv
2023-03-22,Madhya Pradesh,Madhya PradeshDistrict,626956,7765,1228,2300,3326,1851,288,sample_data.csv
2023-03-22,Bihar,BiharDistrict,535312,15449,2818,4110,7667,3145,527,sample_data.csv
2023-03-22,Andhra Pradesh,Andhra PradeshDistrict,966215,7970,1077,1948,3865,1928,229,sample_data.csv
2023-03-22,Telangana,TelanganaDistrict,961331,7924,1126,2350,3936,1973,0,sample_data.csv
2023-03-22,Kerala,KeralaDistrict,683554,9676,1030,2732,4085,2248,611,sample_data.csv
2023-03-22,Odisha,OdishaDistrict,220980,13608,1716,3810,6307,2739,752,sample_data.csv
2023-03-22,Assam,AssamDistrict,181666,15891,2926,3677,7722,3216,1276,sample_data.csv
2023-03-22,Punjab,PunjabDistrict,344543,19817,3085,4044,8754,4620,2399,sample_data.csv
2023-03-22,Chhattisgarh,ChhattisgarhDistrict,468443,8536,1340,1908,3918,1997,713,sample_data.csv
2023-03-22,Haryana,HaryanaDistrict,875516,10442,1149,2348,4499,2110,1485,sample_data.csv
2023-03-22,Jharkhand,JharkhandDistrict,751733,5284,660,1382,2466,1086,350,sample_data.csv
2023-03-22,Uttarakhand,UttarakhandDistrict,175255,17561,1790,5014,7645,3947,955,sample_data.csv
2023-03-23,Maharashtra,MaharashtraDistrict,429120,21879,3746,6540,8986,5174,1179,sample_data.csv
2023-03-23,Uttar Pradesh,Uttar PradeshDistrict,914976,17074,3320,4842,7586,4164,482,sample_data.csv
2023-03-23,Karnataka,KarnatakaDistrict,895418,11601,2102,3440,4655,2583,923,sample_data.csv
2023-03-23,Tamil Nadu,Tamil NaduDistrict,489666,20386,2338,4447,9393,4777,1769,sample_data.csv
2023-03-23,Delhi,DelhiDistrict,500780,18801,3402,3785,8832,3818,2366,sample_data.csv
2023-03-23,West Bengal,West BengalDistrict,798411,8030,1573,2136,4008,1779,107,sample_data.csv
2023-03-23,Rajasthan,RajasthanDistrict,221301,6722,878,1963,2749,1432,578,sample_data.csv
2023-03-23,Gujarat,GujaratDistrict,549123,10678,1451,2781,4660,2499,738,sample_data.csv
2023-03-23,Madhya Pradesh,Madhya PradeshDistrict,277374,14127,1441,3820,6650,3279,378,sample_data.csv
2023-03-23,Bihar,BiharDistrict,931719,14579,2282,4219,6598,3395,367,sample_data.csv
2023-03-23,Andhra Pradesh,Andhra PradeshDistrict,343363,5335,1018,1163,2653,1327,192,sample_data.csv
2023-03-23,Telangana,TelanganaDistrict,464807,18981,2240,4935,7924,4631,1491,sample_data.csv
2023-03-23,Kerala,KeralaDistrict,710284,11284,1811,2780,4557,2583,1364,sample_data.csv
2023-03-23,Odisha,OdishaDistrict,265808,8260,1649,1682,4021,2006,551,sample_data.csv
2023-03-23,Assam,AssamDistrict,523103,12052,1703,3537,5242,2772,501,sample_data.csv
2023-03-23,Punjab,PunjabDistrict,641219,18863,2635,5560,8194,3926,1183,sample_data.csv
2023-03-23,Chhattisgarh,ChhattisgarhDistrict,558350,5811,647,1650,2519,1321,321,sample_data.csv
2023-03-23,Haryana,HaryanaDistrict,215480,13243,2269,3151,6056,3003,1033,sample_data.csv
2023-03-23,Jharkhand,JharkhandDistrict,282057,15071,2393,4196,6752,3730,393,sample_data.csv
2023-03-23,Uttarakhand,UttarakhandDistrict,210974,5533,950,1375,2662,1202,294,sample_data.csv
2023-03-24,Maharashtra,MaharashtraDistrict,408097,22230,2728,4534,9927,4510,3259,sample_data.csv
2023-03-24,Uttar Pradesh,Uttar PradeshDistrict,449311,18106,3495,5303,8916,4490,0,sample_data.csv
2023-03-24,Karnataka,KarnatakaDistrict,599192,19189,2888,5042,7910,4215,2022,sample_data.csv
2023-03-24,Tamil Nadu,Tamil NaduDistrict,810049,14739,2067,3097,6425,3479,1738,sample_data.csv
2023-03-24,Delhi,DelhiDistrict,154843,16403,1836,4046,7870,3997,490,sample_data.csv
2023-03-24,West Bengal,West BengalDistrict,836646,13739,1982,3008,6066,2923,1742,sample_data.csv
2023-03-24,Rajasthan,RajasthanDistrict,338454,15209,2088,3731,7363,3324,791,sample_data.csv
2023-03-24,Gujarat,GujaratDistrict,680167,13890,2592,3561,6061,3237,1031,sample_data.csv
2023-03-24,Madhya Pradesh,Madhya PradeshDistrict,373440,14190,2419,3986,6904,3210,90,sample_data.csv
2023-03-24,Bihar,BiharDistrict,877423,15256,1975,3230,6434,3176,2416,sample_data.csv
2023-03-24,Andhra Pradesh,Andhra PradeshDistrict,829191,17023,3305,5077,8393,3607,0,sample_data.csv
2023-03-24,Telangana,TelanganaDistrict,686997,17543,3406,4824,8016,3655,1048,sample_data.csv
2023-03-24,Kerala,KeralaDistrict,877147,14435,2142,3564,5784,3450,1637,sample_data.csv
2023-03-24,Odisha,OdishaDistrict,670500,12965,2373,3603,5949,2798,615,sample_data.csv
2023-03-24,Assam,AssamDistrict,924719,7396,1199,1825,3283,1823,465,sample_data.csv
2023-03-24,Punjab,PunjabDistrict,874750,15413,1907,4265,7630,3675,0,sample_data.csv
2023-03-24,Chhattisgarh,ChhattisgarhDistrict,813715,7751,1503,1723,3436,1868,724,sample_data.csv
2023-03-24,Haryana,HaryanaDistrict,762858,12614,1785,2824,6141,2689,960,sample_data.csv
2023-03-24,Jharkhand,JharkhandDistrict,389905,14394,2160,4295,6150,2933,1016,sample_data.csv
2023-03-24,Uttarakhand,UttarakhandDistrict,553768,19593,2230,4424,9601,4017,1551,sample_data.csv
2023-03-25,Maharashtra,MaharashtraDistrict,932033,9199,1265,2680,3936,2231,352,sample_data.csv
2023-03-25,Uttar Pradesh,Uttar PradeshDistrict,659118,7435,1289,1879,3655,1724,177,sample_data.csv
2023-03-25,Karnataka,KarnatakaDistrict,800703,5090,585,1500,2423,1024,143,sample_data.csv
2023-03-25,Tamil Nadu,Tamil NaduDistrict,731240,9236,1287,2627,4219,2151,239,sample_data.csv
2023-03-25,Delhi,DelhiDistrict,859199,8902,1763,1851,3749,1804,1498,sample_data.csv
2023-03-25,West Bengal,West BengalDistrict,283573,6954,1240,1936,2931,1393,694,sample_data.csv
2023-03-25,Rajasthan,RajasthanDistrict,577186,4904,751,1290,2437,1029,148,sample_data.csv
2023-03-25,Gujarat,GujaratDistrict,505699,6029,1036,1538,2606,1251,634,sample_data.csv
2023-03-25,Madhya Pradesh,Madhya PradeshDistrict,494313,3707,490,850,1489,897,471,sample_data.csv
2023-03-25,Bihar,BiharDistrict,489396,8304,1215,1711,3506,1661,1426,sample_data.csv
2023-03-25,Andhra Pradesh,Andhra PradeshDistrict,563659,7261,1001,1665,3244,1748,604,sample_data.csv
2023-03-25,Telangana,TelanganaDistrict,487557,10141,1624,2866,4342,2109,824,sample_data.csv
2023-03-25,Kerala,KeralaDistrict,393275,6675,1046,1777,2959,1446,493,sample_data.csv
2023-03-25,Odisha,OdishaDistrict,220678,5233,856,1551,2198,1217,267,sample_data.csv
2023-03-25,Assam,AssamDistrict,723297,11748,2055,3168,5028,2553,999,sample_data.csv
2023-03-25,Punjab,PunjabDistrict,764441,4348,733,955,1909,931,553,sample_data.csv
2023-03-25,Chhattisgarh,ChhattisgarhDistrict,887745,11039,1332,2251,4781,2451,1556,sample_data.csv
2023-03-25,Haryana,HaryanaDistrict,190973,8863,1700,1952,3841,2177,893,sample_data.csv
2023-03-25,Jharkhand,JharkhandDistrict,824268,7449,862,2131,3253,1765,300,sample_data.csv
2023-03-25,Uttarakhand,UttarakhandDistrict,408718,11524,1384,3138,4787,2583,1016,sample_data.csv
2023-03-26,Maharashtra,MaharashtraDistrict,615815,12259,1496,2664,5682,2688,1225,sample_data.csv
2023-03-26,Uttar Pradesh,Uttar PradeshDistrict,878306,9034,1792,2533,4453,1990,58,sample_data.csv
2023-03-26,Karnataka,KarnatakaDistrict,913483,13482,2585,3490,6583,2993,416,sample_data.csv
2023-03-26,Tamil Nadu,Tamil NaduDistrict,664509,8384,1414,2072,3961,1971,380,sample_data.csv
2023-03-26,Delhi,DelhiDistrict,288255,7701,1377,1976,3183,1687,855,sample_data.csv
2023-03-26,West Bengal,West BengalDistrict,694452,10066,1349,2164,4946,2018,938,sample_data.csv
2023-03-26,Rajasthan,RajasthanDistrict,999154,7635,1093,1635,3800,1815,385,sample_data.csv
2023-03-26,Gujarat,GujaratDistrict,668623,10467,1239,2161,4718,2307,1281,sample_data.csv
2023-03-26,Madhya Pradesh,Madhya PradeshDistrict,759205,3618,581,744,1550,859,465,sample_data.csv
2023-03-26,Bihar,BiharDistrict,470164,6453,963,1618,2897,1499,439,sample_data.csv
2023-03-26,Andhra Pradesh,Andhra PradeshDistrict,250578,4390,721,1206,2031,1090,63,sample_data.csv
2023-03-26,Telangana,TelanganaDistrict,383065,11698,1600,3206,5544,2662,286,sample_data.csv
2023-03-26,Kerala,KeralaDistrict,373372,8250,1166,1985,3556,2012,697,sample_data.csv
2023-03-26,Odisha,OdishaDistrict,603618,9266,1030,2683,4430,2268,0,sample_data.csv
2023-03-26,Assam,AssamDistrict,386875,6769,936,1547,2868,1481,873,sample_data.csv
2023-03-26,Punjab,PunjabDistrict,516764,5473,585,1233,2238,1254,748,sample_data.csv
2023-03-26,Chhattisgarh,ChhattisgarhDistrict,472854,3502,364,729,1732,819,222,sample_data.csv
2023-03-26,Haryana,HaryanaDistrict,785980,6447,1218,1893,2943,1298,313,sample_data.csv
2023-03-26,Jharkhand,JharkhandDistrict,548832,4000,783,947,1789,937,327,sample_data.csv
2023-03-26,Uttarakhand,UttarakhandDistrict,123318,6687,1142,1734,2811,1566,576,sample_data.csv
2023-03-27,Maharashtra,MaharashtraDistrict,447079,28612,5064,7878,13259,6325,1150,sample_data.csv
2023-03-27,Uttar Pradesh,Uttar PradeshDistrict,884754,14361,2716,3829,6221,3095,1216,sample_data.csv
2023-03-27,Karnataka,KarnatakaDistrict,676647,23709,4441,5428,11795,5472,1014,sample_data.csv
2023-03-27,Tamil Nadu,Tamil NaduDistrict,151184,15248,2191,3551,7334,3291,1072,sample_data.csv
2023-03-27,Delhi,DelhiDistrict,173837,10475,2033,3048,4491,2354,582,sample_data.csv
2023-03-27,West Bengal,West BengalDistrict,378889,18652,2915,4286,9286,4656,424,sample_data.csv
2023-03-27,Rajasthan,RajasthanDistrict,391561,5945,919,1575,2534,1288,548,sample_data.csv
2023-03-27,Gujarat,GujaratDistrict,251122,16882,2654,3906,8287,3886,803,sample_data.csv
2023-03-27,Madhya Pradesh,Madhya PradeshDistrict,953045,6466,808,1767,2705,1489,505,sample_data.csv
2023-03-27,Bihar,BiharDistrict,835840,7310,1426,1681,3077,1803,749,sample_data.csv
2023-03-27,Andhra Pradesh,Andhra PradeshDistrict,660726,10216,1319,2621,4426,2448,721,sample_data.csv
2023-03-27,Telangana,TelanganaDistrict,485763,5467,1089,1160,2540,1324,443,sample_data.csv
2023-03-27,Kerala,KeralaDistrict,321312,10705,1720,2368,5340,2484,513,sample_data.csv
2023-03-27,Odisha,OdishaDistrict,780004,17827,2310,3774,8799,4252,1002,sample_data.csv
2023-03-27,Assam,AssamDistrict,182551,5246,842,1245,2135,1310,556,sample_data.csv
2023-03-27,Punjab,PunjabDistrict,160105,14120,1734,4088,5742,3307,983,sample_data.csv
2023-03-27,Chhattisgarh,ChhattisgarhDistrict,226684,9854,1173,2355,3972,2210,1317,sample_data.csv
2023-03-27,Haryana,HaryanaDistrict,374787,9882,1735,2759,4230,2039,854,sample_data.csv
2023-03-27,Jharkhand,JharkhandDistrict,190360,16105,2112,4318,7652,3650,485,sample_data.csv
2023-03-27,Uttarakhand,UttarakhandDistrict,493452,6322,664,1367,2656,1509,790,sample_data.csv
2023-03-28,Maharashtra,MaharashtraDistrict,427335,9862,1621,2847,4040,2318,657,sample_data.csv
2023-03-28,Uttar Pradesh,Uttar PradeshDistrict,359152,8545,1648,2072,3657,1808,1008,sample_data.csv
2023-03-28,Karnataka,KarnatakaDistrict,808093,10896,1546,2935,5390,2304,267,sample_data.csv
2023-03-28,Tamil Nadu,Tamil NaduDistrict,879893,23840,3781,6538,10707,4936,1659,sample_data.csv
2023-03-28,Delhi,DelhiDistrict,144524,18140,3456,4623,7709,3634,2174,sample_data.csv
2023-03-28,West Bengal,West BengalDistrict,652755,14424,1837,3092,6248,3171,1913,sample_data.csv
2023-03-28,Rajasthan,RajasthanDistrict,361674,10555,1455,2356,4888,2273,1038,sample_data.csv
2023-03-28,Gujarat,GujaratDistrict,159749,19469,2608,5673,8136,4385,1275,sample_data.csv
2023-03-28,Madhya Pradesh,Madhya PradeshDistrict,591672,8210,1055,1669,4038,1642,861,sample_data.csv
2023-03-28,Bihar,BiharDistrict,602623,9367,1407,2252,4250,2206,659,sample_data.csv
2023-03-28,Andhra Pradesh,Andhra PradeshDistrict,414728,17807,3369,4046,8572,3943,1246,sample_data.csv
2023-03-28,Telangana,TelanganaDistrict,314712,13997,2512,3461,6261,2833,1442,sample_data.csv
2023-03-28,Kerala,KeralaDistrict,419508,17064,2184,4908,6987,4242,927,sample_data.csv
2023-03-28,Odisha,OdishaDistrict,687267,16698,3304,4044,7994,3914,746,sample_data.csv
2023-03-28,Assam,AssamDistrict,309556,18563,3390,4520,8463,3804,1776,sample_data.csv
2023-03-28,Punjab,PunjabDistrict,387916,10271,1945,2970,5135,2212,0,sample_data.csv
2023-03-28,Chhattisgarh,ChhattisgarhDistrict,454477,11691,1661,2974,5292,2911,514,sample_data.csv
2023-03-28,Haryana,HaryanaDistrict,878557,8782,1438,2212,3590,2028,952,sample_data.csv
2023-03-28,Jharkhand,JharkhandDistrict,853726,17371,2569,4246,6959,4143,2023,sample_data.csv
2023-03-28,Uttarakhand,UttarakhandDistrict,648995,8094,1410,2321,3461,1783,529,sample_data.csv
2023-03-29,Maharashtra,MaharashtraDistrict,946175,20862,3973,5212,8570,4210,2870,sample_data.csv
2023-03-29,Uttar Pradesh,Uttar PradeshDistrict,820023,20322,3355,5955,9053,4666,648,sample_data.csv
2023-03-29,Karnataka,KarnatakaDistrict,999118,11908,1957,2475,5652,2970,811,sample_data.csv
2023-03-29,Tamil Nadu,Tamil NaduDistrict,620370,20319,3499,4191,10016,4745,1367,sample_data.csv
2023-03-29,Delhi,DelhiDistrict,489533,9153,1455,2668,3816,2035,634,sample_data.csv
2023-03-29,West Bengal,West BengalDistrict,767770,8498,1293,1876,3588,2035,999,sample_data.csv
2023-03-29,Rajasthan,RajasthanDistrict,875879,18266,2535,4604,8470,4293,899,sample_data.csv
2023-03-29,Gujarat,GujaratDistrict,142135,14396,1927,3290,6355,3060,1691,sample_data.csv
2023-03-29,Madhya Pradesh,Madhya PradeshDistrict,424534,8612,1199,2260,4005,1898,449,sample_data.csv
2023-03-29,Bihar,BiharDistrict,404687,7891,1305,1825,3402,1595,1069,sample_data.csv
2023-03-29,Andhra Pradesh,Andhra PradeshDistrict,285845,13923,1742,3497,6226,3060,1140,sample_data.csv
2023-03-29,Telangana,TelanganaDistrict,917060,8403,1042,1787,4186,1741,689,sample_data.csv
2023-03-29,Kerala,KeralaDistrict,817672,10056,1845,2602,4611,2084,759,sample_data.csv
2023-03-29,Odisha,OdishaDistrict,403732,18973,2939,5391,8607,4528,447,sample_data.csv
2023-03-29,Assam,AssamDistrict,671263,12009,1822,3481,5451,2862,215,sample_data.csv
2023-03-29,Punjab,PunjabDistrict,145332,14543,2534,3363,5844,2925,2411,sample_data.csv
2023-03-29,Chhattisgarh,ChhattisgarhDistrict,948276,5382,747,1549,2245,1304,284,sample_data.csv
2023-03-29,Haryana,HaryanaDistrict,870675,9335,1859,2288,4554,1886,607,sample_data.csv
2023-03-29,Jharkhand,JharkhandDistrict,331662,14055,2563,3259,5685,2877,2234,sample_data.csv
2023-03-29,Uttarakhand,UttarakhandDistrict,346882,16260,1987,4018,6669,3335,2238,sample_data.csv
2023-03-30,Maharashtra,MaharashtraDistrict,795291,23947,4218,7180,11922,5545,0,sample_data.csv
2023-03-30,Uttar Pradesh,Uttar PradeshDistrict,483114,13739,2576,3515,6417,3429,378,sample_data.csv
2023-03-30,Karnataka,KarnatakaDistrict,249994,6277,812,1317,2572,1270,1118,sample_data.csv
2023-03-30,Tamil Nadu,Tamil NaduDistrict,391236,20857,2210,5725,9471,5174,487,sample_data.csv
2023-03-30,Delhi,DelhiDistrict,971764,8216,1097,1794,3637,1679,1106,sample_data.csv
2023-03-30,West Bengal,West BengalDistrict,212669,8694,1649,2566,4211,2146,0,sample_data.csv
2023-03-30,Rajasthan,RajasthanDistrict,587576,11006,1889,2727,5034,2675,570,sample_data.csv
2023-03-30,Gujarat,GujaratDistrict,551849,9795,1731,2558,4625,2030,582,sample_data.csv
2023-03-30,Madhya Pradesh,Madhya PradeshDistrict,250519,10286,2044,2812,4219,2368,887,sample_data.csv
2023-03-30,Bihar,BiharDistrict,897511,11128,1607,3171,5407,2268,282,sample_data.csv
2023-03-30,Andhra Pradesh,Andhra PradeshDistrict,239805,10519,1525,2862,4404,2401,852,sample_data.csv
2023-03-30,Telangana,TelanganaDistrict,772138,18349,2084,5250,8198,4352,549,sample_data.csv
2023-03-30,Kerala,KeralaDistrict,646567,19996,2865,5865,8835,4344,952,sample_data.csv
2023-03-30,Odisha,OdishaDistrict,901433,18462,2386,4837,8754,3694,1177,sample_data.csv
2023-03-30,Assam,AssamDistrict,941352,17842,1860,3932,7454,4258,2198,sample_data.csv
2023-03-30,Punjab,PunjabDistrict,306986,13577,2154,2866,6501,2900,1310,sample_data.csv
2023-03-30,Chhattisgarh,ChhattisgarhDistrict,455150,14207,2068,2851,5701,2996,2659,sample_data.csv
2023-03-30,Haryana,HaryanaDistrict,473220,5332,1019,1349,2510,1174,299,sample_data.csv
2023-03-30,Jharkhand,JharkhandDistrict,517519,5691,1048,1179,2363,1300,849,sample_data.csv
2023-03-30,Uttarakhand,UttarakhandDistrict,543634,15152,2878,3999,7178,3591,384,sample_data.csv
2023-03-31,Maharashtra,MaharashtraDistrict,617497,24703,3263,6668,12094,5766,175,sample_data.csv
2023-03-31,Uttar Pradesh,Uttar PradeshDistrict,764170,10784,2063,2662,4453,2401,1268,sample_data.csv
2023-03-31,Karnataka,KarnatakaDistrict,392339,9682,1831,1990,4555,2023,1114,sample_data.csv
2023-03-31,Tamil Nadu,Tamil NaduDistrict,184318,14456,2546,3496,5893,3477,1590,sample_data.csv
2023-03-31,Delhi,DelhiDistrict,512473,8496,1489,2167,4165,1992,172,sample_data.csv
2023-03-31,West Bengal,West BengalDistrict,405367,9127,1278,1962,4500,1899,766,sample_data.csv
2023-03-31,Rajasthan,RajasthanDistrict,716580,15170,2509,3893,6358,3772,1147,sample_data.csv
2023-03-31,Gujarat,GujaratDistrict,333455,14971,2679,3067,7336,3226,1342,sample_data.csv
2023-03-31,Madhya Pradesh,Madhya PradeshDistrict,903738,13139,1628,3627,6298,2738,476,sample_data.csv
2023-03-31,Bihar,BiharDistrict,188204,5369,1038,1388,2236,1328,417,sample_data.csv
2023-03-31,Andhra Pradesh,Andhra PradeshDistrict,635990,11492,2093,2431,5569,2451,1041,sample_data.csv
2023-03-31,Telangana,TelanganaDistrict,177723,5085,549,1478,2074,1127,406,sample_data.csv
2023-03-31,Kerala,KeralaDistrict,609985,9506,1490,1990,4291,2094,1131,sample_data.csv
2023-03-31,Odisha,OdishaDistrict,163882,18825,3709,5246,8664,3918,997,sample_data.csv
2023-03-31,Assam,AssamDistrict,157384,14738,1736,2967,7167,3226,1378,sample_data.csv
2023-03-31,Punjab,PunjabDistrict,505272,14098,1862,3038,5928,3438,1694,sample_data.csv
2023-03-31,Chhattisgarh,ChhattisgarhDistrict,843729,11713,2004,2703,4694,2343,1973,sample_data.csv
2023-03-31,Haryana,HaryanaDistrict,961381,13446,2227,2724,5441,3317,1964,sample_data.csv
2023-03-31,Jharkhand,JharkhandDistrict,192822,19659,2843,4508,9120,4487,1544,sample_data.csv
2023-03-31,Uttarakhand,UttarakhandDistrict,875308,8246,997,2197,3859,1886,304,sample_data.csv
2023-04-01,Maharashtra,MaharashtraDistrict,868276,17571,2399,3597,8363,4113,1498,sample_data.csv
2023-04-01,Uttar Pradesh,Uttar PradeshDistrict,857787,13335,1596,3308,5698,3122,1207,sample_data.csv
2023-04-01,Karnataka,KarnatakaDistrict,986554,18346,2298,5233,8856,4280,0,sample_data.csv
2023-04-01,Tamil Nadu,Tamil NaduDistrict,703823,9892,1934,2401,4338,2024,1129,sample_data.csv
2023-04-01,Delhi,DelhiDistrict,750208,7837,1234,2120,3292,1742,683,sample_data.csv
2023-04-01,West Bengal,West BengalDistrict,301970,15405,2855,3672,6999,3365,1369,sample_data.csv
2023-04-01,Rajasthan,RajasthanDistrict,179729,10705,1099,2268,4435,2515,1487,sample_data.csv
2023-04-01,Gujarat,GujaratDistrict,430835,5397,725,1451,2393,1159,394,sample_data.csv
2023-04-01,Madhya Pradesh,Madhya PradeshDistrict,734364,13971,2317,3147,6338,3040,1446,sample_data.csv
2023-04-01,Bihar,BiharDistrict,131560,14922,2556,3038,7318,3730,836,sample_data.csv
2023-04-01,Andhra Pradesh,Andhra PradeshDistrict,940680,11221,1244,2283,4570,2738,1630,sample_data.csv
2023-04-01,Telangana,TelanganaDistrict,760131,14545,2552,4240,6859,2910,536,sample_data.csv
2023-04-01,Kerala,KeralaDistrict,528172,12603,2062,3477,5185,2769,1172,sample_data.csv
2023-04-01,Odisha,OdishaDistrict,756964,7079,1103,1489,3457,1768,365,sample_data.csv
2023-04-01,Assam,AssamDistrict,507894,4266,710,958,2117,872,319,sample_data.csv
2023-04-01,Punjab,PunjabDistrict,659080,13954,1728,3671,5714,2836,1733,sample_data.csv
2023-04-01,Chhattisgarh,ChhattisgarhDistrict,472664,8024,1549,1951,3625,1882,566,sample_data.csv
2023-04-01,Haryana,HaryanaDistrict,411502,12581,2223,3569,5639,2986,387,sample_data.csv
2023-04-01,Jharkhand,JharkhandDistrict,463759,8544,1005,2504,4085,1992,0,sample_data.csv
2023-04-01,Uttarakhand,UttarakhandDistrict,269989,13388,2226,3360,6629,3195,204,sample_data.csv
2023-04-02,Maharashtra,MaharashtraDistrict,478776,7237,1152,1634,2901,1475,1227,sample_data.csv
2023-04-02,Uttar Pradesh,Uttar PradeshDistrict,702355,8327,1159,2222,3592,1936,577,sample_data.csv
2023-04-02,Karnataka,KarnatakaDistrict,883645,8133,1211,1802,3262,1986,1083,sample_data.csv
2023-04-02,Tamil Nadu,Tamil NaduDistrict,110117,16832,2478,4809,7355,3687,981,sample_data.csv
2023-04-02,Delhi,DelhiDistrict,878983,17634,2672,5221,8624,4244,0,sample_data.csv
2023-04-02,West Bengal,West BengalDistrict,579651,12451,2192,2945,6114,2763,629,sample_data.csv
2023-04-02,Rajasthan,RajasthanDistrict,665293,4280,666,1238,2024,1041,0,sample_data.csv
2023-04-02,Gujarat,GujaratDistrict,512737,8817,1371,2108,4350,2106,253,sample_data.csv
2023-04-02,Madhya Pradesh,Madhya PradeshDistrict,916645,13724,2469,3723,5839,2844,1318,sample_data.csv
2023-04-02,Bihar,BiharDistrict,808074,10432,1821,2833,4750,2551,298,sample_data.csv
2023-04-02,Andhra Pradesh,Andhra PradeshDistrict,484436,13640,1699,3804,6338,3088,410,sample_data.csv
2023-04-02,Telangana,TelanganaDistrict,908916,12650,2300,3274,5754,2652,970,sample_data.csv
2023-04-02,Kerala,KeralaDistrict,858833,5096,843,1063,2505,1145,383,sample_data.csv
2023-04-02,Odisha,OdishaDistrict,705129,7764,1075,1785,3274,1923,782,sample_data.csv
2023-04-02,Assam,AssamDistrict,205313,9235,1577,2744,3959,1851,681,sample_data.csv
2023-04-02,Punjab,PunjabDistrict,729996,5972,771,1638,2619,1371,344,sample_data.csv
2023-04-02,Chhattisgarh,ChhattisgarhDistrict,624174,10904,2000,2998,5223,2283,400,sample_data.csv
2023-04-02,Haryana,HaryanaDistrict,141899,9900,1395,2278,4728,2134,760,sample_data.csv
2023-04-02,Jharkhand,JharkhandDistrict,504049,14641,2505,3428,6206,3645,1362,sample_data.csv
2023-04-02,Uttarakhand,UttarakhandDistrict,108700,13815,2232,3472,6390,3302,651,sample_data.csv
2023-04-03,Maharashtra,MaharashtraDistrict,142616,32476,6279,7710,14193,7714,2859,sample_data.csv
2023-04-03,Uttar Pradesh,Uttar PradeshDistrict,268108,16356,2388,4543,6662,3666,1485,sample_data.csv
2023-04-03,Karnataka,KarnatakaDistrict,951223,30000,3471,8807,12292,6235,2666,sample_data.csv
2023-04-03,Tamil Nadu,Tamil NaduDistrict,102817,14827,1919,4402,6430,3377,618,sample_data.csv
